Time (s),Ego Speed (km/h),Ego Speed (m/s),Lead Speed (km/h),Smoothed Lead Speed (m/s),Smoothed Lead Speed (km/h),Ego Acceleration (m/s²),Lead Acceleration (m/s²),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Distance Between (m),Lead Braking Distance (m),Braking Phase,Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),,,,,Ego Pos Vel X (m/s),Ego Pos Vel Y (m/s),Ego Accel X (m/s²),Ego Accel Y (m/s²),Ego Accel Magnitude (m/s²),Ego Jerk (m/s³),RSS Safety Distance (m)
36.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
36.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
37.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
38.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
39.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
40.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
41.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
42.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
43.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
44.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.65,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.7,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.75,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.8,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.85,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.9,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
45.95,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.05,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.1,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.15,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.2,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.25,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.3,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.35,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.4,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.45,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.5,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.55,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
46.6,0,0,0,0,0,0,0,128.12,111.54,8.93,,,235.1,133.6,244.03,133.48,,,,,0,0,0,0,0,0,0
